Age32-40, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,Hour36-50, United-States,0
Age51-60, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,Hour21-35, United-States,0
Age24-31, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,Hour36-50, United-States,0
Age41-50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States,1
Age24-31, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,Hour36-50, United-States,0
Age71-80, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Hour1-20, United-States,0
Age51-60, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States,1
Age32-40, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States,0
Age17-23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,Hour36-50, United-States,0
Age24-31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States,1
Age41-50, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Male,Hour36-50, United-States,0
Age17-23, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour51-70, United-States,0
Age24-31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour51-70, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,Hour51-70, United-States,0
Age32-40, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,Hour1-20, United-States,1
Age32-40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,Hour1-20, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,Hour36-50, United-States,0
Age32-40, Private, 5th-6th, Separated, Machine-op-inspct, Not-in-family, White, Female,Hour36-50, United-States,0
Age51-60, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,Hour36-50, United-States,0
Age24-31, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,Hour21-35, United-States,0
Age32-40, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour51-70, United-States,0
Age51-60, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,Hour1-20, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States,1
Age17-23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,Hour21-35, United-States,0
Age17-23, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States,0
Age41-50, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States,0
Age51-60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age61-70, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour21-35, United-States,0
Age51-60, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,Hour36-50, United-States,0
Age51-60, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,Hour36-50, United-States,0
Age32-40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, England,1
Age41-50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,Hour36-50, Philippines,1
Age41-50, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,Hour21-35, United-States,0
Age17-23, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,Hour36-50, United-States,0
Age61-70, Private, HS-grad, Widowed, Sales, Other-relative, White, Female,Hour21-35, United-States,0
Age17-23, ?, Some-college, Never-married, ?, Not-in-family, Black, Female,Hour21-35, United-States,0
Age51-60, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour51-70, United-States,1
Age41-50, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,Hour51-70, United-States,0
Age81-90, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, Ecuador,1
Age71-80, ?, 7th-8th, Married-civ-spouse, ?, Husband, White, Male,Hour51-70, United-States,0
Age32-40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, Prof-school, Divorced, Sales, Own-child, White, Male,Hour51-70, United-States,0
Age32-40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,Hour36-50, Mexico,0
Age41-50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,Hour36-50, United-States,0
Age24-31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,Hour36-50, Puerto-Rico,0
Age41-50, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,Hour21-35, United-States,0
Age71-80, Private, Some-college, Widowed, Priv-house-serv, Not-in-family, White, Female,Hour1-20, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Hour51-70, United-States,1
Age41-50, Private, Some-college, Separated, Craft-repair, Not-in-family, Black, Male,Hour36-50, United-States,0
Age24-31, Private, 1st-4th, Never-married, Farming-fishing, Unmarried, White, Male,Hour71-99, Mexico,0
Age17-23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, 12th, Never-married, Farming-fishing, Own-child, Black, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,Hour36-50, United-States,0
Age17-23, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,Hour21-35, United-States,0
Age32-40, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,Hour36-50, United-States,1
Age41-50, Federal-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,Hour36-50, United-States,1
Age32-40, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States,0
Age32-40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,0
Age17-23, ?, Some-college, Never-married, ?, Own-child, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,Hour36-50, United-States,0
Age17-23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,Hour36-50, United-States,0
Age41-50, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Some-college, Separated, Other-service, Not-in-family, Black, Male,Hour36-50, ?,0
Age61-70, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,Hour1-20, Puerto-Rico,0
Age51-60, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour36-50, United-States,1
Age61-70, Private, 9th, Separated, Other-service, Not-in-family, Black, Female,Hour21-35, United-States,0
Age51-60, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,Hour51-70, United-States,1
Age24-31, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,Hour36-50, United-States,1
Age41-50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour51-70, United-States,0
Age32-40, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,Hour36-50, United-States,0
Age17-23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Hour21-35, United-States,0
Age32-40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,Hour36-50, United-States,0
Age17-23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour51-70, United-States,1
Age32-40, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,Hour36-50, India,1
Age24-31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour51-70, United-States,0
Age32-40, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,Hour51-70, United-States,0
Age24-31, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,Hour71-99, United-States,0
Age41-50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,Hour36-50, United-States,0
Age41-50, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,Hour36-50, United-States,0
Age32-40, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,Hour36-50, United-States,0
Age17-23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Hour21-35, United-States,0
Age32-40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Private, 11th, Never-married, Craft-repair, Not-in-family, Black, Male,Hour21-35, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,Hour36-50, United-States,0
Age41-50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,Hour36-50, Mexico,0
Age24-31, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,Hour36-50, United-States,1
Age32-40, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,Hour36-50, United-States,0
Age51-60, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Local-gov, 11th, Divorced, Adm-clerical, Unmarried, White, Female,Hour36-50, United-States,0
Age61-70, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour1-20, United-States,0
Age51-60, State-gov, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Male,Hour36-50, United-States,1
Age41-50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,Hour36-50, United-States,0
Age51-60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,Hour21-35, United-States,0
Age32-40, State-gov, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,Hour36-50, United-States,0
Age51-60, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, Poland,1
Age41-50, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States,1
Age41-50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
